
11/06/2022 21:06:49;Aberta;
11/06/2022 21:06:56;Fechada;
11/06/2022 21:07:44;Aberta;
11/06/2022 21:09:32;Aberta;
11/06/2022 21:10:34;Aberta;
11/06/2022 21:10:38;Aberta;
11/06/2022 21:10:40;Fechada;
11/06/2022 21:10:41;Aberta;
11/06/2022 21:10:42;Fechada;
11/06/2022 22:07:32;Aberta;
11/06/2022 22:07:38;Fechada;
11/06/2022 22:07:41;Aberta;
12/06/2022 09:53:53;Fechada;
12/06/2022 09:54:04;Aberta;
12/06/2022 09:54:11;Fechada;
12/06/2022 12:38:07;Aberta;
12/06/2022 12:38:16;Fechada;
12/06/2022 12:38:39;Aberta;
12/06/2022 12:39:37;Fechada;
12/06/2022 12:39:41;Aberta;
12/06/2022 13:41:04;Aberta;
12/06/2022 13:41:11;Aberta;
12/06/2022 13:41:13;Fechada;
12/06/2022 13:41:15;Aberta;
12/06/2022 13:41:15;Aberta;
12/06/2022 13:41:15;Aberta;
12/06/2022 13:41:16;Aberta;
12/06/2022 13:41:16;Aberta;
12/06/2022 13:41:17;Aberta;
12/06/2022 13:41:18;Aberta;
12/06/2022 13:41:18;Aberta;
12/06/2022 13:41:33;Fechada;
12/06/2022 13:42:48;Aberta;
12/06/2022 13:42:50;Fechada;
12/06/2022 13:43:08;Aberta;
12/06/2022 13:43:11;Aberta;
12/06/2022 13:43:11;Aberta;
12/06/2022 13:44:15;Aberta;
12/06/2022 13:48:18;Fechada;
12/06/2022 13:48:32;Aberta;
12/06/2022 13:48:39;Aberta;
12/06/2022 13:48:42;Aberta;
12/06/2022 13:48:43;Aberta;
12/06/2022 13:48:43;Aberta;
12/06/2022 13:48:43;Aberta;
12/06/2022 13:48:44;Aberta;
12/06/2022 13:48:45;Aberta;
12/06/2022 13:49:34;Fechada;
12/06/2022 13:50:18;Aberta;
12/06/2022 13:50:24;Fechada;
12/06/2022 13:51:42;Aberta;
12/06/2022 13:51:48;Fechada;
12/06/2022 13:51:51;Aberta;
12/06/2022 13:52:01;Fechada;
12/06/2022 13:52:06;Aberta;
12/06/2022 13:52:11;Aberta;
12/06/2022 13:52:23;Aberta;
12/06/2022 13:52:29;Aberta;
12/06/2022 13:52:31;Fechada;
12/06/2022 13:55:12;Fechada;
12/06/2022 13:55:37;Aberta;
12/06/2022 13:56:23;Fechada;
12/06/2022 13:56:26;Aberta;
12/06/2022 13:56:41;Aberta;
12/06/2022 13:56:43;Fechada;
13/06/2022 15:38:37;Aberta;
13/06/2022 15:38:45;Fechada;
13/06/2022 15:46:34;Aberta;
13/06/2022 15:46:38;Fechada;
13/06/2022 16:57:35;Aberta;
13/06/2022 16:57:41;Fechada;
13/06/2022 21:32:46;Aberta;
13/06/2022 21:32:48;Fechada;
20/06/2022 19:14:44;Aberta;
20/06/2022 19:14:47;Fechada;
20/06/2022 19:15:08;Aberta;
20/06/2022 19:15:14;Fechada;
