2021/03/27 20:31;Livre;
2022-6-2 15:9:43;Livre;
2022-6-2 15:9:44;Livre;
2022-6-2 15:9:44;Livre;
2022-6-2 15:9:45;Livre;
2022-6-2 15:9:46;Livre;
2022-6-2 15:9:47;Livre;
2022-6-2 15:9:47;Livre;
2022-6-2 15:9:48;Ocupado;
2022-6-2 15:9:49;Ocupado;
2022-6-2 15:9:50;Ocupado;
2022-6-2 15:9:51;Ocupado;
2022-6-2 15:9:51;Ocupado;
2022-6-2 15:9:52;Ocupado;
2022-6-2 15:9:53;Ocupado;
2022-6-2 15:9:53;Ocupado;
2022-6-2 15:9:54;Livre;
2022-6-2 15:9:55;Livre;
2022-6-2 15:9:55;Livre;
2022-6-2 15:9:56;Livre;
2022-6-2 15:9:57;Livre;
2022-6-2 15:9:58;Livre;
2022-6-2 15:9:58;Livre;
2022-6-2 15:9:59;Livre;
2022-6-2 15:10:0;Livre;
2022-6-2 15:10:0;Livre;
2022-6-2 15:10:1;Livre;
2022-6-2 15:10:2;Livre;
2022-6-2 15:10:3;Livre;
2022-6-2 15:10:3;Ocupado;
2022-6-2 15:10:4;Ocupado;
2022-6-2 15:10:5;Ocupado;
2022-6-2 15:10:6;Ocupado;
2022-6-2 15:10:7;Ocupado;
2022-6-2 15:10:8;Ocupado;
2022-6-2 15:10:8;Ocupado;
2022-6-2 15:10:9;Ocupado;
2022-6-2 15:10:10;Ocupado;
2022-6-2 15:10:10;Ocupado;
2022-6-2 15:10:11;Ocupado;
2022-6-2 15:10:12;Ocupado;
2022-6-2 15:10:13;Ocupado;
2022-6-2 15:10:13;Livre;
2022-6-2 15:10:14;Livre;
2022-6-2 15:10:15;Livre;
2022-6-2 15:10:15;Livre;
2022-6-2 15:10:16;Livre;
2022-6-2 15:10:17;Livre;
2022-6-2 15:10:18;Livre;
2022-6-2 15:10:18;Livre;
2022-6-2 15:10:19;Livre;
2022-6-2 15:10:20;Livre;
2022-6-2 15:10:20;Livre;
2022-6-2 15:10:21;Livre;
2022-6-2 15:10:22;Livre;
2022-6-2 15:10:23;Livre;
2022-6-2 15:10:23;Livre;
2022-6-2 15:10:24;Livre;
2022-6-2 15:10:25;Livre;
2022-6-2 15:10:25;Livre;
2022-6-2 15:10:26;Livre;
2022-6-2 15:10:27;Livre;
2022-6-2 15:10:27;Livre;
2022-6-2 15:10:28;Livre;
2022-6-2 15:10:29;Livre;
2022-6-2 15:10:30;Livre;
2022-6-2 15:10:30;Livre;
2022-6-2 15:10:31;Livre;
2022-6-2 15:10:32;Livre;
2022-6-2 15:10:32;Livre;
2022-6-2 15:10:33;Livre;
2022-6-2 15:10:34;Livre;
2022-6-2 15:10:34;Livre;
2022-6-2 15:10:35;Livre;
2022-6-2 15:10:36;Livre;
2022-6-2 15:10:37;Livre;
2022-6-2 15:10:37;Livre;
2022-6-2 15:10:38;Livre;
2022-6-2 15:10:39;Livre;
2022-6-2 15:10:39;Livre;
2022-6-2 15:10:40;Livre;
2022-6-2 15:10:41;Livre;
2022-6-2 15:10:42;Livre;
2022-6-2 15:10:42;Livre;
2022-6-2 15:10:43;Livre;
2022-6-2 15:10:44;Livre;
2022-6-2 15:10:44;Livre;
2022-6-2 15:10:45;Livre;
2022-6-2 15:10:46;Livre;
2022-6-2 15:10:47;Livre;
2022-6-2 15:10:47;Livre;
2022-6-2 15:10:48;Livre;
2022-6-2 15:10:49;Livre;
2022-6-2 15:10:49;Livre;
2022-6-2 15:10:50;Livre;
2022-6-2 15:10:51;Livre;
2022-6-2 15:10:52;Livre;
2022-6-2 15:10:52;Livre;
2022-6-2 15:10:53;Livre;
2022-6-2 15:10:54;Livre;
2022-6-2 15:10:54;Livre;
2022-6-2 15:10:55;Livre;
2022-6-2 15:10:56;Livre;
2022-6-2 15:10:57;Livre;
2022-6-2 15:10:57;Livre;
2022-6-2 15:10:58;Livre;
2022-6-2 15:10:59;Livre;
2022-6-2 15:10:59;Livre;
2022-6-2 15:11:0;Livre;
2022-6-2 15:11:1;Livre;
2022-6-2 15:11:2;Livre;
2022-6-2 15:11:2;Livre;
2022-6-2 15:11:3;Livre;
2022-6-2 15:11:4;Livre;
2022-6-2 15:11:4;Livre;
2022-6-2 15:11:5;Livre;
2022-6-2 15:11:6;Livre;
2022-6-2 15:11:6;Livre;
2022-6-2 15:11:7;Livre;
2022-6-2 15:11:8;Livre;
2022-6-2 15:11:9;Livre;
2022-6-2 15:11:9;Livre;
2022-6-2 15:11:10;Livre;
2022-6-2 15:11:11;Livre;
2022-6-2 15:11:12;Livre;
2022-6-2 15:11:12;Livre;
2022-6-2 15:11:13;Livre;
2022-6-2 15:11:14;Livre;
2022-6-2 15:11:14;Livre;
2022-6-2 15:11:15;Livre;
2022-6-2 15:11:16;Livre;
2022-6-2 15:11:17;Livre;
2022-6-2 15:11:17;Livre;
2022-6-2 15:11:18;Livre;
2022-6-2 15:11:19;Livre;
2022-6-2 15:11:19;Livre;
2022-6-2 15:11:20;Livre;
2022-6-2 15:11:21;Livre;
2022-6-2 15:11:22;Livre;
2022-6-2 15:11:22;Livre;
2022-6-2 15:11:23;Livre;
2022-6-2 15:11:24;Livre;
2022-6-2 15:11:24;Livre;
2022-6-2 15:11:25;Livre;
2022-6-2 15:11:26;Livre;
